"Date","Price","Open","High","Low","Change %"
"Aug 07, 2019","45.5100","45.1570","45.7855","45.1570","0.53%"
"Aug 06, 2019","45.2705","45.2755","45.4300","45.0545","-0.29%"
"Aug 05, 2019","45.4025","44.5895","45.5350","44.3295","1.82%"
"Aug 02, 2019","44.5895","44.1905","44.7800","44.1905","0.66%"
"Aug 01, 2019","44.2960","43.7425","44.3800","43.7425","1.09%"
"Jul 31, 2019","43.8200","43.8645","43.9250","43.6885","-0.12%"
"Jul 30, 2019","43.8715","43.6905","43.9645","43.6905","0.29%"
"Jul 29, 2019","43.7465","43.2750","43.8600","43.2745","1.09%"
"Jul 26, 2019","43.2750","43.3537","43.4150","42.8545","-0.14%"
"Jul 25, 2019","43.3350","42.7445","43.4650","42.4253","1.18%"
"Jul 24, 2019","42.8275","42.6145","42.9295","42.3745","0.50%"
"Jul 23, 2019","42.6155","42.4445","42.7300","42.1745","0.38%"
"Jul 22, 2019","42.4550","42.1130","42.5250","42.1130","0.18%"
"Jul 19, 2019","42.3800","42.2080","42.6000","42.2080","0.03%"
"Jul 18, 2019","42.3655","42.5375","42.5775","42.2975","-0.31%"
"Jul 17, 2019","42.4970","42.6740","42.7170","42.3470","-0.43%"
"Jul 16, 2019","42.6800","42.2640","42.7300","42.0600","0.65%"
"Jul 15, 2019","42.4045","41.6515","42.5085","41.6415","1.95%"
"Jul 12, 2019","41.5925","41.3775","41.7475","41.3775","-0.27%"
"Jul 11, 2019","41.7050","41.4750","41.8450","41.4750","-0.33%"
"Jul 10, 2019","41.8450","41.8520","42.1370","41.5670","0.10%"
"Jul 09, 2019","41.8050","41.7630","41.8050","41.7630","0.00%"
"Jul 08, 2019","41.8035","41.8035","41.8485","41.8035","-0.00%"
"Jul 05, 2019","41.8050","42.0050","42.2050","41.7550","0.13%"
"Jul 04, 2019","41.7500","42.2800","42.2800","41.7500","-0.68%"
"Jul 03, 2019","42.0375","42.1575","42.2075","41.8775","-0.28%"
"Jul 02, 2019","42.1560","42.4030","42.6830","42.1230","-0.48%"
"Jul 01, 2019","42.3595","42.4765","42.5185","41.8185","-0.28%"
"Jun 28, 2019","42.4800","42.6600","42.7000","42.2800","-0.52%"
"Jun 27, 2019","42.7000","42.6800","43.0200","42.4800","0.04%"
"Jun 26, 2019","42.6850","42.4200","43.0290","42.0990","0.75%"
"Jun 25, 2019","42.3685","42.4135","42.4705","42.1105","-0.12%"
"Jun 24, 2019","42.4180","42.7820","42.9350","42.3150","-0.87%"
"Jun 21, 2019","42.7890","43.3040","43.3220","42.5220","-1.27%"
"Jun 20, 2019","43.3380","43.3110","43.3910","43.3110","-0.00%"
"Jun 19, 2019","43.3400","43.4070","43.6300","43.1800","-0.24%"
"Jun 18, 2019","43.4450","43.9160","43.9750","43.1750","-1.23%"
"Jun 17, 2019","43.9855","43.9605","44.0445","43.9605","-0.01%"
"Jun 14, 2019","43.9905","43.4905","44.0345","43.3145","1.10%"
"Jun 13, 2019","43.5140","43.7480","43.7680","43.2180","-0.38%"
"Jun 12, 2019","43.6800","44.6570","44.6570","43.2300","-2.24%"
"Jun 11, 2019","44.6820","44.8640","44.8950","44.6150","-0.42%"
"Jun 10, 2019","44.8695","44.8445","45.0505","44.8005","0.05%"
"Jun 07, 2019","44.8450","44.8550","44.8950","44.5750","-0.10%"
"Jun 06, 2019","44.8900","44.8600","45.0900","44.7300","-0.03%"
"Jun 05, 2019","44.9025","44.7225","44.9725","44.5225","0.47%"
"Jun 04, 2019","44.6945","44.8805","44.8805","44.5005","-0.36%"
"Jun 03, 2019","44.8550","44.7310","45.0700","44.4500","0.19%"
"May 31, 2019","44.7695","44.6345","45.0645","44.5845","0.49%"
"May 30, 2019","44.5500","44.4400","44.7700","44.2660","0.24%"
"May 29, 2019","44.4450","44.6300","44.7650","44.2550","-0.50%"
"May 28, 2019","44.6700","44.7260","44.8950","44.6700","-0.62%"
"May 27, 2019","44.9500","44.9500","45.0200","44.7900","0.26%"
"May 24, 2019","44.8355","45.0935","45.1515","44.8355","-0.53%"
"May 23, 2019","45.0735","44.7425","45.3215","44.7425","0.46%"
"May 22, 2019","44.8660","44.8340","44.9990","44.4990","0.17%"
"May 21, 2019","44.7900","45.1500","45.1500","44.5600","-0.88%"
"May 20, 2019","45.1865","44.9845","45.4615","44.9845","0.42%"
"May 17, 2019","44.9985","44.7085","45.2035","44.7085","0.56%"
"May 16, 2019","44.7460","44.9770","45.1150","44.7050","-0.51%"
"May 15, 2019","44.9760","44.9490","45.5640","44.9040","0.08%"
