"Date","Price","Open","High","Low","Change %"
"Sep 10, 2019","6.9350","6.9250","6.9350","6.9150","0.14%"
"Sep 09, 2019","6.9250","6.9150","6.9250","6.9150","0.14%"
"Sep 06, 2019","6.9150","6.9150","6.9250","6.9150","0.00%"
"Sep 05, 2019","6.9150","6.9250","6.9350","6.9150","-0.29%"
"Sep 04, 2019","6.9350","6.9350","6.9350","6.9350","0.00%"
"Sep 03, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Sep 02, 2019","6.9350","6.9350","6.9350","6.9350","0.00%"
"Aug 30, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Aug 29, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Aug 28, 2019","6.9350","6.9350","6.9350","6.9350","0.00%"
"Aug 27, 2019","6.9350","6.9350","6.9350","6.9350","0.00%"
"Aug 26, 2019","6.9350","6.9250","6.9350","6.9150","0.14%"
"Aug 23, 2019","6.9250","6.9150","6.9250","6.9150","0.14%"
"Aug 22, 2019","6.9150","6.9150","6.9150","6.9150","0.00%"
"Aug 21, 2019","6.9150","6.9150","6.9150","6.9150","-0.14%"
"Aug 20, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Aug 19, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Aug 16, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Aug 15, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Aug 14, 2019","6.9250","6.9250","6.9350","6.9150","0.07%"
"Aug 13, 2019","6.9200","6.9200","6.9300","6.9200","0.07%"
"Aug 12, 2019","6.9150","6.9150","6.9250","6.9150","0.00%"
"Aug 09, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Aug 08, 2019","6.9250","6.9150","6.9250","6.9050","0.14%"
"Aug 07, 2019","6.9150","6.9150","6.9250","6.9150","0.00%"
"Aug 06, 2019","6.9150","6.9250","6.9250","6.9050","-0.07%"
"Aug 05, 2019","6.9200","6.9300","6.9400","6.9200","-0.07%"
"Aug 02, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Aug 01, 2019","6.9250","6.9150","6.9250","6.9050","0.14%"
"Jul 31, 2019","6.9150","6.9150","6.9250","6.9150","0.07%"
"Jul 30, 2019","6.9100","6.9200","6.9300","6.9100","0.00%"
"Jul 29, 2019","6.9100","6.9200","6.9300","6.9100","-0.07%"
"Jul 26, 2019","6.9150","6.9250","6.9350","6.9050","-0.14%"
"Jul 25, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jul 24, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jul 23, 2019","6.9250","6.9150","6.9250","6.9150","0.14%"
"Jul 22, 2019","6.9150","6.9150","6.9250","6.9150","0.00%"
"Jul 19, 2019","6.9150","6.9350","6.9350","6.9150","-0.29%"
"Jul 18, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jul 17, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jul 16, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jul 15, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Jul 12, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 11, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jul 10, 2019","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Jul 09, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jul 08, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jul 05, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jul 04, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jul 03, 2019","6.9250","6.9150","6.9350","6.9150","0.14%"
"Jul 02, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Jul 01, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 28, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 27, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Jun 26, 2019","6.9350","6.9250","6.9350","6.9150","0.14%"
"Jun 25, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 24, 2019","6.9250","6.9150","6.9250","6.9150","0.14%"
"Jun 21, 2019","6.9150","6.9250","6.9250","6.9150","-0.14%"
"Jun 20, 2019","6.9250","6.9250","6.9250","6.9150","0.00%"
"Jun 19, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 18, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 17, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jun 14, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 13, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 12, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 11, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 10, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 07, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 06, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 05, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jun 04, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Jun 03, 2019","6.9350","6.9250","6.9350","6.9250","0.29%"
"May 31, 2019","6.9150","6.9150","6.9250","6.9050","-0.14%"
"May 30, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 29, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 28, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 27, 2019","6.9250","6.9150","6.9250","6.9150","0.14%"
"May 24, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"May 23, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 22, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"May 21, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"May 20, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"May 17, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 16, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 15, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 14, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 13, 2019","6.9250","6.9350","6.9350","6.9150","0.00%"
"May 10, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 09, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"May 08, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"May 07, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"May 06, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"May 03, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"May 02, 2019","6.9250","6.9350","6.9350","6.9250","-0.14%"
"May 01, 2019","6.9350","6.9350","6.9350","6.9250","0.07%"
"Apr 30, 2019","6.9300","6.9300","6.9400","6.9300","0.07%"
"Apr 29, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Apr 26, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 25, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Apr 24, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Apr 23, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Apr 22, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 19, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Apr 18, 2019","6.9350","6.9350","6.9350","6.9150","0.36%"
"Apr 17, 2019","6.9100","6.9100","6.9200","6.9100","-0.22%"
"Apr 16, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 15, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 12, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 11, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 10, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Apr 09, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Apr 08, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Apr 05, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Apr 04, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Apr 03, 2019","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Apr 02, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Apr 01, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Mar 29, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Mar 28, 2019","6.9350","6.9250","6.9350","6.9150","0.14%"
"Mar 27, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 26, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 25, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 22, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 21, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Mar 20, 2019","6.9350","6.9250","6.9350","6.9150","0.14%"
"Mar 19, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 18, 2019","6.9250","6.9150","6.9250","6.9150","0.14%"
"Mar 15, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Mar 14, 2019","6.9250","6.9250","6.9350","6.9150","0.14%"
"Mar 13, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Mar 12, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 11, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Mar 08, 2019","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Mar 07, 2019","6.9350","6.9350","6.9350","6.9150","0.07%"
"Mar 06, 2019","6.9300","6.9400","6.9400","6.9300","-0.07%"
"Mar 05, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Mar 04, 2019","6.9250","6.9250","6.9350","6.9150","0.14%"
"Mar 01, 2019","6.9150","6.9250","6.9250","6.9150","-0.22%"
"Feb 28, 2019","6.9300","6.9400","6.9400","6.9300","-0.07%"
"Feb 27, 2019","6.9350","6.9350","6.9350","6.9150","0.14%"
"Feb 26, 2019","6.9250","6.9250","6.9250","6.9150","-0.14%"
"Feb 25, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Feb 22, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Feb 21, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Feb 20, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Feb 19, 2019","6.9350","6.9350","6.9350","6.9250","0.00%"
"Feb 18, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Feb 15, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Feb 14, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Feb 13, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Feb 12, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Feb 11, 2019","6.9250","6.9250","6.9350","6.9150","0.14%"
"Feb 08, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Feb 07, 2019","6.9250","6.9350","6.9350","6.9250","-0.07%"
"Feb 06, 2019","6.9300","6.9400","6.9400","6.9300","-0.07%"
"Feb 05, 2019","6.9350","6.9250","6.9350","6.9150","0.14%"
"Feb 04, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Feb 01, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jan 31, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 30, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 29, 2019","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Jan 28, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jan 25, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 24, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 23, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 22, 2019","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Jan 21, 2019","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jan 18, 2019","6.9250","6.9250","6.9350","6.9150","0.22%"
"Jan 17, 2019","6.9100","6.9200","6.9300","6.9100","-0.22%"
"Jan 16, 2019","6.9250","6.9050","6.9250","6.9050","0.14%"
"Jan 15, 2019","6.9150","6.9150","6.9150","6.9050","0.00%"
"Jan 14, 2019","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Jan 11, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 10, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 09, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 08, 2019","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jan 07, 2019","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jan 04, 2019","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Jan 03, 2019","6.9350","6.9350","6.9350","6.9150","0.00%"
"Jan 02, 2019","6.9350","6.9350","6.9350","6.9150","0.00%"
"Jan 01, 2019","6.9350","6.9350","6.9350","6.9350","0.00%"
"Dec 31, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Dec 28, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Dec 27, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Dec 26, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Dec 25, 2018","6.9250","6.9250","6.9250","6.9250","0.00%"
"Dec 24, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Dec 21, 2018","6.9350","6.9250","6.9350","6.9150","0.14%"
"Dec 20, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Dec 19, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Dec 18, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Dec 17, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Dec 14, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Dec 13, 2018","6.9250","6.9250","6.9350","6.9150","-0.14%"
"Dec 12, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Dec 11, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Dec 10, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Dec 07, 2018","6.9350","6.9350","6.9350","6.9250","0.29%"
"Dec 06, 2018","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Dec 05, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Dec 04, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Dec 03, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Nov 30, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Nov 29, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Nov 28, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Nov 27, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Nov 26, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Nov 23, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Nov 22, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Nov 21, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Nov 20, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Nov 19, 2018","6.9350","6.9250","6.9350","6.9150","0.14%"
"Nov 16, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Nov 15, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Nov 14, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Nov 13, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Nov 12, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Nov 09, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Nov 08, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Nov 07, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Nov 06, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Nov 05, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Nov 02, 2018","6.9350","6.9350","6.9350","6.9150","0.36%"
"Nov 01, 2018","6.9100","6.9200","6.9300","6.9100","-0.22%"
"Oct 31, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Oct 30, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Oct 29, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Oct 26, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Oct 25, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Oct 24, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Oct 23, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Oct 22, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Oct 19, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Oct 18, 2018","6.9250","6.9350","6.9350","6.9150","-0.07%"
"Oct 17, 2018","6.9300","6.9300","6.9400","6.9200","0.07%"
"Oct 16, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Oct 15, 2018","6.9350","6.9250","6.9350","6.9150","0.14%"
"Oct 12, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Oct 11, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Oct 10, 2018","6.9350","6.9250","6.9350","6.9150","0.14%"
"Oct 09, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Oct 08, 2018","6.9250","6.9150","6.9250","6.9150","0.14%"
"Oct 05, 2018","6.9150","6.9350","6.9350","6.9050","-0.29%"
"Oct 04, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Oct 03, 2018","6.9350","6.9250","6.9350","6.9150","0.14%"
"Oct 02, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Oct 01, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Sep 28, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Sep 27, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Sep 26, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Sep 25, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Sep 24, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Sep 21, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Sep 20, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Sep 19, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Sep 18, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Sep 17, 2018","6.9350","6.9250","6.9350","6.9150","0.14%"
"Sep 14, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Sep 13, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Sep 12, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Sep 11, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Sep 10, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Sep 07, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Sep 06, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Sep 05, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Sep 04, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Sep 03, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Aug 31, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Aug 30, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Aug 29, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Aug 28, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Aug 27, 2018","6.9350","6.9250","6.9350","6.9250","0.43%"
"Aug 24, 2018","6.9050","6.9150","6.9150","6.8950","0.00%"
"Aug 23, 2018","6.9050","6.9150","6.9150","6.8950","-0.43%"
"Aug 22, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Aug 21, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Aug 20, 2018","6.9250","6.9350","6.9350","6.9150","-0.14%"
"Aug 17, 2018","6.9350","6.9250","6.9350","6.9250","0.43%"
"Aug 16, 2018","6.9050","6.9050","6.9150","6.8950","-0.29%"
"Aug 15, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Aug 14, 2018","6.9250","6.9150","6.9250","6.9150","0.14%"
"Aug 13, 2018","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Aug 10, 2018","6.9250","6.9350","6.9350","6.9250","0.22%"
"Aug 09, 2018","6.9100","6.9100","6.9100","6.9000","-0.36%"
"Aug 08, 2018","6.9350","6.9250","6.9350","6.9250","0.43%"
"Aug 07, 2018","6.9050","6.9150","6.9150","6.8950","-0.43%"
"Aug 06, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Aug 03, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Aug 02, 2018","6.9250","6.9250","6.9350","6.9250","0.29%"
"Aug 01, 2018","6.9050","6.8950","6.9150","6.8950","-0.14%"
"Jul 31, 2018","6.9150","6.9250","6.9350","6.9150","-0.14%"
"Jul 30, 2018","6.9250","6.9250","6.9350","6.9150","0.00%"
"Jul 27, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Jul 26, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 25, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 24, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jul 23, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Jul 20, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Jul 19, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Jul 18, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 17, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 16, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 13, 2018","6.9350","6.9250","6.9350","6.9250","0.00%"
"Jul 12, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 11, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jul 10, 2018","6.9350","6.9350","6.9350","6.9150","0.29%"
"Jul 09, 2018","6.9150","6.9250","6.9250","6.9050","-0.29%"
"Jul 06, 2018","6.9350","6.9350","6.9350","6.9150","0.22%"
"Jul 05, 2018","6.9200","6.9200","6.9300","6.9200","-0.07%"
"Jul 04, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jul 03, 2018","6.9250","6.9250","6.9350","6.9250","0.00%"
"Jul 02, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"Jun 29, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 28, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 27, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 26, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 25, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 22, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 21, 2018","6.9350","6.9350","6.9350","6.9250","0.07%"
"Jun 20, 2018","6.9300","6.9400","6.9400","6.9300","-0.07%"
"Jun 19, 2018","6.9350","6.9350","6.9350","6.9250","0.07%"
"Jun 18, 2018","6.9300","6.9300","6.9400","6.9300","0.29%"
"Jun 15, 2018","6.9100","6.9100","6.9200","6.9000","-0.07%"
"Jun 14, 2018","6.9150","6.9250","6.9250","6.9150","-0.29%"
"Jun 13, 2018","6.9350","6.9350","6.9350","6.9150","0.00%"
"Jun 12, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 11, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"Jun 08, 2018","6.9250","6.9350","6.9350","6.9250","0.00%"
"Jun 07, 2018","6.9250","6.9250","6.9250","6.9150","-0.14%"
"Jun 06, 2018","6.9350","6.9250","6.9350","6.9250","0.00%"
"Jun 05, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 04, 2018","6.9350","6.9350","6.9350","6.9250","0.00%"
"Jun 01, 2018","6.9350","6.9250","6.9350","6.9250","0.22%"
"May 31, 2018","6.9200","6.9300","6.9300","6.9200","-0.22%"
"May 30, 2018","6.9350","6.9250","6.9350","6.9250","0.14%"
"May 29, 2018","6.9250","6.9350","6.9350","6.9250","-0.14%"
"May 28, 2018","6.9350","6.9350","6.9350","6.9350","0.14%"
"May 25, 2018","6.9250","6.9250","6.9250","6.9150","-0.14%"
