MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20181113,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,2
20181023,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,2
20181016,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,2
20181009,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,2
20181002,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,2
20180925,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,2
20180918,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,OH,"38,939.26","2,370.29",0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,OH,"37,974.76","3,334.79",0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,OH,"38,939.26","2,370.29",0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,OH,"36,242.75","4,370.63",696.16,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,OH,"35,749.75","4,125.89","1,433.91",0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,OH,"36,602.63","3,419.49","1,287.43",0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,OH,"36,602.63","4,472.74",234.18,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,OH,"39,621.87","1,687.68",0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,OH,"41,273.48",36.07,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,OH,"37,101.81","4,207.74",0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,OH,"32,038.21","6,617.65","2,653.70",0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,OH,"24,889.77","11,886.68","4,533.10",0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,OH,"18,944.58","16,501.43","5,863.54",0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,OH,"18,899.78","16,546.21","5,863.56",0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,OH,"18,685.95","16,750.51","5,873.09",0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,OH,"18,686.06","16,750.42","5,873.08",0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,OH,"29,565.06","10,154.97","1,589.52",0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,OH,"37,737.79","3,571.76",0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,OH,"40,265.43","1,044.12",0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,OH,"40,265.43","1,044.12",0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,OH,"40,265.43","1,044.12",0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,OH,"40,265.43","1,044.12",0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,OH,"40,265.43","1,044.12",0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,OH,"40,390.87",918.68,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,OH,"40,390.84",918.71,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,OH,"37,252.34","4,057.21",0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,OH,"34,406.16","6,903.40",0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,OH,"40,941.70",367.86,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,OH,"40,185.15","1,124.40",0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,OH,"36,420.37","4,889.18",0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,OH,"34,340.15","6,969.40",0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,OH,"34,222.24","7,070.62",16.69,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,OH,"15,508.44","25,508.86",289.05,3.20,0.00,0.00,2016-12-13,2016-12-19,2
20161206,OH,"15,404.66","24,416.85","1,434.31",53.73,0.00,0.00,2016-12-06,2016-12-12,2
20161129,OH,"16,073.21","23,941.15","1,185.19",110.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,OH,"21,469.66","18,544.70","1,185.19",110.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,OH,"36,474.42","3,539.95","1,295.19",0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,OH,"38,839.85","2,449.17",20.54,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,OH,"40,700.55",609.01,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20191029,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,2
20191015,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,2
20191008,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,2
20191001,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,2
20190924,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,2
20190917,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,2
20190910,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,2
20190903,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190219,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,2
20190212,SD,"77,127.06",0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,2
20190205,SD,"73,463.64","3,663.42",0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,2
20190129,SD,"73,463.64","3,663.42",0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,SD,"73,463.64","3,663.42",0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,SD,"73,463.64","3,663.42",0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,SD,"73,463.64","3,663.42",0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,SD,"73,463.64","3,663.42",0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,SD,"71,827.26","5,299.80",0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,SD,"71,827.26","5,299.80",0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,SD,"71,827.26","5,299.80",0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,SD,"71,827.26","5,299.80",0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,SD,"64,423.67","9,636.36","3,067.03",0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,SD,"64,423.67","9,636.36","3,067.03",0.00,0.00,0.00,2018-11-20,2018-11-26,2
20181113,SD,"64,423.67","9,636.36","3,067.03",0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,SD,"64,423.67","9,636.36","3,067.03",0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,SD,"64,423.67","9,636.36","3,067.03",0.00,0.00,0.00,2018-10-30,2018-11-05,2
20181023,SD,"59,106.20","12,124.14","5,896.72",0.00,0.00,0.00,2018-10-23,2018-10-29,2
20181016,SD,"59,106.20","12,124.14","5,896.72",0.00,0.00,0.00,2018-10-16,2018-10-22,2
20181009,SD,"49,271.21","18,831.54","7,469.83","1,554.48",0.00,0.00,2018-10-09,2018-10-15,2
20181002,SD,"48,852.26","19,250.50","7,469.83","1,554.48",0.00,0.00,2018-10-02,2018-10-08,2
20180925,SD,"41,901.69","22,498.97","9,977.19","2,749.21",0.00,0.00,2018-09-25,2018-10-01,2
20180918,SD,"46,376.59","18,024.08","9,977.19","2,749.21",0.00,0.00,2018-09-18,2018-09-24,2
20180911,SD,"47,192.82","20,973.61","7,367.57","1,593.06",0.00,0.00,2018-09-11,2018-09-17,2
20180904,SD,"50,898.94","17,267.50","7,367.57","1,593.06",0.00,0.00,2018-09-04,2018-09-10,2
20180828,SD,"51,960.45","18,670.69","5,127.93","1,367.99",0.00,0.00,2018-08-28,2018-09-03,2
20180821,SD,"51,960.45","18,670.69","5,127.93","1,367.99",0.00,0.00,2018-08-21,2018-08-27,2
20180814,SD,"51,959.78","18,671.37","5,127.93","1,367.99",0.00,0.00,2018-08-14,2018-08-20,2
20180807,SD,"58,089.36","16,432.51","2,605.20",0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,SD,"62,036.22","11,296.17","3,794.67",0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,SD,"60,008.81","13,323.59","3,794.67",0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,SD,"60,765.66","10,036.93","6,324.47",0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,SD,"60,052.17","10,750.43","6,324.47",0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,SD,"52,731.16","16,713.06","5,558.41","2,124.44",0.00,0.00,2018-07-03,2018-07-09,2
20180626,SD,"50,060.77","17,071.77","7,061.65","2,932.87",0.00,0.00,2018-06-26,2018-07-02,2
20180619,SD,"45,882.64","21,249.90","7,061.65","2,932.87",0.00,0.00,2018-06-19,2018-06-25,2
20180612,SD,"43,657.70","16,117.34","14,419.15","2,932.87",0.00,0.00,2018-06-12,2018-06-18,2
20180605,SD,"38,574.25","21,479.40","15,512.90","1,560.52",0.00,0.00,2018-06-05,2018-06-11,2
20180529,SD,"44,052.26","16,747.23","16,327.57",0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,SD,"47,045.86","17,396.52","12,684.68",0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,SD,"44,354.68","17,665.75","15,106.64",0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,SD,"45,201.52","17,073.70","14,851.84",0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,SD,"45,770.87","16,504.43","14,851.76",0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,SD,"45,771.04","16,504.18","14,851.84",0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,SD,"45,771.20","16,504.10","14,851.76",0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,SD,"30,816.18","21,262.53","15,784.85","9,263.51",0.00,0.00,2018-04-10,2018-04-16,2
20180403,SD,"28,051.51","24,027.11","15,784.89","9,263.55",0.00,0.00,2018-04-03,2018-04-09,2
20180327,SD,"25,289.03","24,064.56","17,261.06","10,512.41",0.00,0.00,2018-03-27,2018-04-02,2
20180320,SD,"23,173.61","24,476.28","16,990.77","12,486.41",0.00,0.00,2018-03-20,2018-03-26,2
20180313,SD,"18,467.73","27,305.22","18,867.70","12,486.41",0.00,0.00,2018-03-13,2018-03-19,2
20180306,SD,"18,467.73","27,305.22","18,953.45","12,400.66",0.00,0.00,2018-03-06,2018-03-12,2
20180227,SD,"8,364.58","25,011.47","31,406.03","12,344.98",0.00,0.00,2018-02-27,2018-03-05,2
20180220,SD,"2,852.24","29,160.86","32,768.93","12,345.03",0.00,0.00,2018-02-20,2018-02-26,2
20180213,SD,"5,881.15","26,132.09","32,768.84","12,344.98",0.00,0.00,2018-02-13,2018-02-19,2
20180206,SD,"5,092.83","23,885.49","35,803.71","12,345.03",0.00,0.00,2018-02-06,2018-02-12,2
20180130,SD,"5,132.03","31,314.00","28,336.00","12,345.03",0.00,0.00,2018-01-30,2018-02-05,2
20180123,SD,"5,132.09","31,314.09","28,335.90","12,344.98",0.00,0.00,2018-01-23,2018-01-29,2
20180116,SD,"5,151.83","31,294.35","26,307.66","14,373.22",0.00,0.00,2018-01-16,2018-01-22,2
20180109,SD,"5,155.36","31,290.82","26,307.66","9,808.63","4,564.59",0.00,2018-01-09,2018-01-15,2
20180102,SD,"5,155.36","31,218.06","26,380.43","9,808.63","4,564.59",0.00,2018-01-02,2018-01-08,2
20171226,SD,"5,155.36","31,218.06","26,380.43","9,808.63","4,564.59",0.00,2017-12-26,2018-01-01,2
20171219,SD,"5,155.36","31,218.06","26,380.43","9,808.63","4,564.59",0.00,2017-12-19,2017-12-25,2
20171212,SD,"5,155.33","31,217.92","26,380.54","9,808.68","4,564.59",0.00,2017-12-12,2017-12-18,2
20171205,SD,"5,155.30","31,217.79","26,380.66","9,808.73","4,564.59",0.00,2017-12-05,2017-12-11,2
20171128,SD,"20,710.54","18,580.41","23,462.85","9,808.68","4,564.59",0.00,2017-11-28,2017-12-04,2
20171121,SD,"20,710.54","18,580.41","23,462.85","9,808.68","4,564.59",0.00,2017-11-21,2017-11-27,2
20171114,SD,"20,710.54","18,580.41","23,462.85","9,808.68","4,564.59",0.00,2017-11-14,2017-11-20,2
20171107,SD,"20,710.54","18,580.41","23,462.85","9,808.68","4,564.59",0.00,2017-11-07,2017-11-13,2
20171031,SD,"20,710.54","18,580.41","23,462.85","9,808.68","4,564.59",0.00,2017-10-31,2017-11-06,2
20171024,SD,"20,710.54","18,580.41","23,462.85","9,808.68","4,564.59",0.00,2017-10-24,2017-10-30,2
20171017,SD,"21,365.65","19,252.71","20,653.56","13,067.73","2,787.41",0.00,2017-10-17,2017-10-23,2
20171010,SD,"19,474.11","12,947.63","19,789.59","20,583.83","4,331.91",0.00,2017-10-10,2017-10-16,2
20171003,SD,"17,687.66","14,734.22","19,789.54","20,583.73","4,331.91",0.00,2017-10-03,2017-10-09,2
20170926,SD,"15,086.41","16,264.47","20,860.53","20,583.73","4,331.91",0.00,2017-09-26,2017-10-02,2
20170919,SD,"10,476.19","11,120.23","24,409.53","26,789.20","4,331.91",0.00,2017-09-19,2017-09-25,2
20170912,SD,"10,521.83","11,172.17","21,744.46","28,209.24","5,479.36",0.00,2017-09-12,2017-09-18,2
20170905,SD,"10,778.23","11,954.11","20,706.13","28,861.48","4,827.11",0.00,2017-09-05,2017-09-11,2
20170829,SD,"11,990.48","12,037.54","20,239.20","28,021.51","4,838.32",0.00,2017-08-29,2017-09-04,2
20170822,SD,"8,924.78","12,438.87","22,909.81","27,295.68","5,557.93",0.00,2017-08-22,2017-08-28,2
20170815,SD,"8,070.34","10,609.46","22,166.73","31,834.88","4,445.65",0.00,2017-08-15,2017-08-21,2
20170808,SD,"6,326.50","11,210.09","21,164.15","34,553.16","3,873.17",0.00,2017-08-08,2017-08-14,2
20170801,SD,"2,162.97","11,373.67","22,585.43","30,859.40","10,145.59",0.00,2017-08-01,2017-08-07,2
20170725,SD,23.06,"15,421.83","19,696.23","30,447.13","11,538.81",0.00,2017-07-25,2017-07-31,2
20170718,SD,23.06,"13,784.09","21,179.94","33,563.11","8,576.86",0.00,2017-07-18,2017-07-24,2
20170711,SD,"5,275.41","16,004.15","23,778.76","23,786.66","8,282.09",0.00,2017-07-11,2017-07-17,2
20170704,SD,"7,189.27","25,408.90","18,194.85","23,017.25","3,316.80",0.00,2017-07-04,2017-07-10,2
20170627,SD,"7,189.15","26,213.01","19,542.26","22,573.91","1,608.74",0.00,2017-06-27,2017-07-03,2
20170620,SD,"12,583.37","24,997.43","23,897.01","14,056.30","1,592.96",0.00,2017-06-20,2017-06-26,2
20170613,SD,"15,839.94","26,504.22","24,650.12","10,132.78",0.00,0.00,2017-06-13,2017-06-19,2
20170606,SD,"16,255.27","21,906.04","30,197.22","8,768.53",0.00,0.00,2017-06-06,2017-06-12,2
20170530,SD,"32,151.20","29,223.40","15,752.47",0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,SD,"38,400.72","33,491.29","5,235.05",0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,SD,"50,734.52","26,392.55",0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,SD,"50,853.14","26,273.93",0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,SD,"76,065.47","1,061.59",0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,SD,"63,868.08","13,050.16",208.83,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,SD,"63,867.95","13,050.26",208.86,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,SD,"63,867.95","13,050.26",208.86,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,SD,"53,938.17","10,369.88","12,819.01",0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,SD,"53,938.09","9,420.53","13,768.45",0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,SD,"53,938.09","9,420.53","13,768.45",0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,SD,"53,938.09","9,420.53","13,768.45",0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,SD,"53,938.09","9,420.53","13,768.45",0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,SD,"53,938.09","9,420.53","13,768.45",0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,SD,"47,176.36","9,890.95","20,059.75",0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,SD,"47,176.36","9,890.95","20,059.75",0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,SD,"47,176.36","9,890.95","20,059.75",0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,SD,"47,175.97","9,891.35","20,059.75",0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,SD,"47,175.97","9,891.35","15,429.10","4,630.65",0.00,0.00,2017-01-24,2017-01-30,2
20170117,SD,"47,219.93","9,847.38","15,429.10","4,630.65",0.00,0.00,2017-01-17,2017-01-23,2
20170110,SD,"47,219.93","9,847.38","15,429.10","4,630.65",0.00,0.00,2017-01-10,2017-01-16,2
20170103,SD,"47,219.93","9,847.38","15,429.10","4,630.65",0.00,0.00,2017-01-03,2017-01-09,2
20161227,SD,"47,219.93","9,847.38","15,281.39","4,778.36",0.00,0.00,2016-12-27,2017-01-02,2
20161220,SD,"29,119.69","24,339.62","16,619.76","7,047.98",0.00,0.00,2016-12-20,2016-12-26,2
20161213,SD,"29,119.69","24,339.62","16,619.76","7,047.98",0.00,0.00,2016-12-13,2016-12-19,2
20161206,SD,"28,784.21","24,675.11","16,619.76","7,047.98",0.00,0.00,2016-12-06,2016-12-12,2
20161129,SD,"21,049.71","31,543.17","23,506.56","1,027.62",0.00,0.00,2016-11-29,2016-12-05,2
20161122,SD,"21,220.93","31,371.94","23,506.56","1,027.62",0.00,0.00,2016-11-22,2016-11-28,2
20161115,SD,"21,239.85","31,353.02","23,506.56","1,027.62",0.00,0.00,2016-11-15,2016-11-21,2
20161108,SD,"21,239.85","31,353.02","23,506.56","1,027.62",0.00,0.00,2016-11-08,2016-11-14,2
20161101,SD,"25,384.53","27,208.35","23,506.56","1,027.62",0.00,0.00,2016-11-01,2016-11-07,2
