MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20171205,ND,"5,471.86","22,410.77","39,662.21","3,161.45",0.00,0.00,2017-12-05,2017-12-11,2
20171128,ND,"12,941.62","23,767.47","30,835.75","3,161.45",0.00,0.00,2017-11-28,2017-12-04,2
20171121,ND,"12,941.62","31,721.58","23,815.21","2,227.88",0.00,0.00,2017-11-21,2017-11-27,2
20171114,ND,"12,941.62","31,721.58","23,815.21","2,227.88",0.00,0.00,2017-11-14,2017-11-20,2
20171107,ND,"12,941.62","31,721.58","23,815.21","2,227.88",0.00,0.00,2017-11-07,2017-11-13,2
20171031,ND,"12,941.62","31,721.58","23,815.21","2,227.88",0.00,0.00,2017-10-31,2017-11-06,2
20171024,ND,"13,929.36","30,733.85","23,815.21","2,227.88",0.00,0.00,2017-10-24,2017-10-30,2
20171017,ND,"19,876.16","25,099.48","23,710.96","2,019.69",0.00,0.00,2017-10-17,2017-10-23,2
20171010,ND,"19,809.45","8,619.54","28,912.25","12,088.26","1,276.78",0.00,2017-10-10,2017-10-16,2
20171003,ND,"19,809.50","8,619.50","28,912.28","12,088.27","1,276.73",0.00,2017-10-03,2017-10-09,2
20170926,ND,"7,825.21","18,442.21","27,832.68","14,230.95","2,082.20",293.04,2017-09-26,2017-10-02,2
20170919,ND,94.75,"8,850.78","38,520.86","20,793.24","2,153.63",293.03,2017-09-19,2017-09-25,2
20170912,ND,"1,394.42","3,569.22","31,073.27","21,316.44","13,078.15",274.80,2017-09-12,2017-09-18,2
20170905,ND,292.53,"23,865.00","11,746.54","20,287.54","14,239.88",274.80,2017-09-05,2017-09-11,2
20170829,ND,292.53,"23,861.52","10,255.30","20,687.32","15,334.72",274.91,2017-08-29,2017-09-04,2
20170822,ND,292.53,"26,020.67","6,624.44","22,159.02","15,334.72",274.91,2017-08-22,2017-08-28,2
20170815,ND,292.53,"12,439.87","13,501.34","13,474.23","27,394.31","3,604.01",2017-08-15,2017-08-21,2
20170808,ND,205.19,"12,667.61","13,587.44","13,567.73","25,290.86","5,387.45",2017-08-08,2017-08-14,2
20170801,ND,"2,181.83","10,728.78","13,637.77","12,984.22","25,786.25","5,387.45",2017-08-01,2017-08-07,2
20170725,ND,"4,674.78","10,025.61","12,759.61","11,030.17","26,828.67","5,387.45",2017-07-25,2017-07-31,2
20170718,ND,"4,472.08","13,691.98","11,993.43","12,030.07","24,027.97","4,490.77",2017-07-18,2017-07-24,2
20170711,ND,"4,472.08","14,751.28","12,612.03","13,525.95","25,344.95",0.00,2017-07-11,2017-07-17,2
20170704,ND,"4,472.08","19,024.69","13,987.28","12,511.56","20,710.68",0.00,2017-07-04,2017-07-10,2
20170627,ND,11.66,"23,485.16","14,045.03","15,445.30","17,719.15",0.00,2017-06-27,2017-07-03,2
20170620,ND,12.88,"23,078.99","19,404.68","22,740.81","5,468.92",0.00,2017-06-20,2017-06-26,2
20170613,ND,0.00,"11,734.82","39,880.44","19,091.03",0.00,0.00,2017-06-13,2017-06-19,2
20170606,ND,0.00,"8,869.31","52,263.14","9,573.84",0.00,0.00,2017-06-06,2017-06-12,2
20170530,ND,68.55,"53,592.49","17,045.25",0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,ND,"39,873.44","26,343.40","4,489.45",0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,ND,"45,100.70","25,605.59",0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,ND,"49,282.14","21,424.15",0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,ND,"64,496.51","6,209.78",0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,ND,"64,496.51","6,209.78",0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,ND,"64,496.51","6,209.79",0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,ND,"64,496.51","6,209.79",0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,ND,"66,347.22","4,359.07",0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,ND,"66,347.21","4,359.08",0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,ND,"66,347.21","4,359.08",0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,ND,"66,347.21","4,359.08",0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,ND,"66,347.21","4,359.08",0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,ND,"66,347.21","4,359.08",0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,ND,"66,331.37","4,374.93",0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,ND,"66,331.37","4,374.93",0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,ND,"66,331.37","4,374.93",0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,ND,"66,331.37","4,374.93",0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,ND,"66,331.37","4,374.93",0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,ND,"66,374.27","4,332.02",0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,ND,"66,374.27","4,332.02",0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,ND,"66,374.27","4,332.02",0.00,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,ND,"66,374.27","4,332.02",0.00,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,ND,"62,046.85","7,681.99",977.45,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,ND,"63,466.53","6,262.32",977.45,0.00,0.00,0.00,2016-12-13,2016-12-19,2
20161206,ND,"49,957.37","19,771.48",977.45,0.00,0.00,0.00,2016-12-06,2016-12-12,2
20161129,ND,"51,901.13","16,830.60","1,974.57",0.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,ND,"51,901.13","16,830.60","1,974.57",0.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,ND,"66,302.99","4,403.30",0.00,0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,ND,"66,302.99","4,403.30",0.00,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,ND,"69,962.62",743.67,0.00,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20191029,NE,"76,088.46","1,211.54",0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,NE,"76,088.46","1,211.54",0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,2
20191015,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,2
20191008,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,2
20191001,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,2
20190924,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,2
20190917,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,2
20190910,NE,"76,470.14",829.86,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,2
20190903,NE,"76,148.19","1,151.81",0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,NE,"75,986.19","1,313.81",0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,NE,"75,986.19","1,313.81",0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,NE,"76,537.25",762.75,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,NE,"74,272.56","3,027.44",0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,NE,"75,220.18","2,079.82",0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,NE,"76,152.45","1,147.54",0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,NE,"76,134.81","1,165.19",0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,NE,"76,134.81","1,165.19",0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,NE,"76,106.34","1,193.65",0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,NE,"69,888.06","7,411.94",0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,NE,"69,888.06","7,411.94",0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,NE,"69,888.06","7,411.94",0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190219,NE,"69,549.04","7,750.96",0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,2
20190212,NE,"69,615.09","7,684.91",0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,2
20190205,NE,"69,615.09","7,684.91",0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,2
20190129,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,2
20181113,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,2
20181023,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,2
20181016,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,2
20181009,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,2
20181002,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,2
20180925,NE,"77,170.85",129.15,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,2
20180918,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,NE,"77,044.82",255.17,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,NE,"74,462.79","2,576.59",260.61,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,NE,"74,462.02","2,311.60",506.07,20.31,0.00,0.00,2018-08-21,2018-08-27,2
20180814,NE,"70,065.36","4,477.74","2,411.84",345.06,0.00,0.00,2018-08-14,2018-08-20,2
20180807,NE,"72,939.62","3,551.46",463.89,345.03,0.00,0.00,2018-08-07,2018-08-13,2
20180731,NE,"73,433.82","3,191.34",609.90,64.94,0.00,0.00,2018-07-31,2018-08-06,2
20180724,NE,"73,343.84","3,303.75",652.41,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,NE,"76,320.47",331.95,647.58,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,NE,"76,320.47",335.72,643.80,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,NE,"76,320.50",328.49,651.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,NE,"71,697.97","4,950.99",651.03,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,NE,"65,396.12","6,171.51","5,732.37",0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,NE,"64,277.98","8,850.12","4,171.89",0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,NE,"63,309.02","9,840.14","4,150.83",0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,NE,"63,309.02","9,840.14","4,150.83",0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,NE,"63,123.84","11,325.32","2,850.83",0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,NE,"59,850.74","15,999.39","1,449.87",0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,NE,"59,627.42","16,097.64","1,574.94",0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,NE,"55,786.45","19,766.29","1,747.26",0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,NE,"61,616.70","14,663.90","1,019.40",0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,NE,"64,139.02","12,314.43",846.55,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,NE,"62,747.48","13,705.97",846.55,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,NE,"62,747.66","13,742.06",810.27,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,NE,"62,747.48","13,775.72",776.80,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,NE,"62,747.48","13,886.56",665.96,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,NE,"57,168.38","19,465.66",665.96,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,NE,"57,709.31","19,590.69",0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,NE,"57,709.25","19,435.30",155.45,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,NE,"53,683.18","23,461.36",155.46,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,NE,"53,683.14","23,461.41",155.45,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,NE,"33,178.59","42,551.39","1,570.02",0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,NE,"33,212.32","40,700.60","3,387.08",0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,NE,"19,095.10","54,817.83","3,387.07",0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,NE,"7,202.63","66,710.30","3,387.07",0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,NE,"7,202.69","66,710.24","3,387.07",0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,NE,"7,202.69","68,527.31","1,570.00",0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,NE,"7,202.69","68,527.31","1,570.00",0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,NE,"7,202.69","68,527.31","1,570.00",0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,NE,"12,927.85","62,802.13","1,570.02",0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,NE,"29,588.35","46,141.62","1,570.03",0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,NE,"70,616.80","5,113.18","1,570.02",0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,NE,"70,616.80","5,113.18","1,570.02",0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,NE,"70,616.80","5,113.18","1,570.02",0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,NE,"70,616.80","5,113.18","1,570.02",0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,NE,"69,188.80","6,179.25","1,931.95",0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,NE,"69,188.80","6,179.25","1,931.95",0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,NE,"69,194.15","6,174.95","1,930.90",0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,NE,"65,943.28","9,002.44","2,354.27",0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,NE,"65,800.90","8,477.75","3,021.35",0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,NE,"63,906.44","10,293.70","3,099.86",0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,NE,"44,657.95","27,167.74","5,474.31",0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,NE,"45,270.39","26,555.30","5,474.31",0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,NE,"48,012.87","24,283.40","5,003.73",0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,NE,"32,801.72","34,863.80","9,634.48",0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,NE,"34,856.39","32,720.16","9,723.44",0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,NE,"17,972.84","43,243.79","13,778.93","2,304.44",0.00,0.00,2017-08-15,2017-08-21,2
20170808,NE,"16,345.12","42,547.88","16,109.55","2,297.44",0.00,0.00,2017-08-08,2017-08-14,2
20170801,NE,"11,070.41","33,839.44","27,409.30","4,980.85",0.00,0.00,2017-08-01,2017-08-07,2
20170725,NE,"10,742.93","34,166.91","27,532.47","4,857.68",0.00,0.00,2017-07-25,2017-07-31,2
20170718,NE,"19,791.37","38,310.96","19,150.32",47.35,0.00,0.00,2017-07-18,2017-07-24,2
20170711,NE,"21,790.44","43,273.87","12,235.69",0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,NE,"24,769.89","45,814.33","6,715.78",0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,NE,"24,769.92","52,530.08",0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,NE,"59,735.05","17,564.95",0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,NE,"76,844.32",455.68,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,NE,"77,300.00",0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,NE,"73,455.77","3,844.23",0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,NE,"73,455.77","3,844.23",0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,NE,"73,455.77","3,844.23",0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,NE,"59,322.93","15,400.10","2,576.96",0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,NE,"60,200.78","14,185.65","2,913.57",0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,NE,"60,200.78","14,185.65","2,913.57",0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,NE,"57,434.38","16,952.04","2,913.57",0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,NE,"56,150.95","16,938.75","4,210.30",0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,NE,"45,765.13","24,767.03","6,767.83",0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,NE,"50,015.67","20,843.94","6,440.38",0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,NE,"50,016.51","20,843.11","6,440.38",0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,NE,"51,224.57","19,635.05","6,440.38",0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,NE,"47,261.05","22,709.88","7,329.06",0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,NE,"47,262.21","22,708.72","7,329.06",0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,NE,"47,277.74","22,693.18","7,329.08",0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,NE,"42,750.67","27,220.25","7,329.08",0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,NE,"41,420.15","28,550.77","7,329.08",0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,NE,"38,569.10","28,347.65","10,259.13",124.12,0.00,0.00,2017-01-17,2017-01-23,2
20170110,NE,"38,569.10","28,347.65","10,259.13",124.12,0.00,0.00,2017-01-10,2017-01-16,2
20170103,NE,"37,297.70","29,619.05","10,259.13",124.12,0.00,0.00,2017-01-03,2017-01-09,2
20161227,NE,"37,297.70","29,619.05","10,259.13",124.12,0.00,0.00,2016-12-27,2017-01-02,2
20161220,NE,"37,136.17","29,780.58","10,259.13",124.12,0.00,0.00,2016-12-20,2016-12-26,2
20161213,NE,"37,136.17","29,780.58","10,259.13",124.12,0.00,0.00,2016-12-13,2016-12-19,2
20161206,NE,"37,136.17","29,780.58","10,259.13",124.12,0.00,0.00,2016-12-06,2016-12-12,2
20161129,NE,"37,136.17","30,349.90","9,689.81",124.12,0.00,0.00,2016-11-29,2016-12-05,2
20161122,NE,"43,335.34","25,708.22","8,132.32",124.12,0.00,0.00,2016-11-22,2016-11-28,2
20161115,NE,"43,335.34","25,708.22","8,132.32",124.12,0.00,0.00,2016-11-15,2016-11-21,2
20161108,NE,"49,204.13","24,912.18","3,059.58",124.12,0.00,0.00,2016-11-08,2016-11-14,2
20161101,NE,"49,181.04","24,935.27","3,059.58",124.12,0.00,0.00,2016-11-01,2016-11-07,2
20191029,OH,"16,063.36","14,829.61","10,416.58",0.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,OH,"15,026.66","15,522.49","10,760.40",0.00,0.00,0.00,2019-10-22,2019-10-28,2
20191015,OH,"13,051.95","17,497.20","10,760.40",0.00,0.00,0.00,2019-10-15,2019-10-21,2
20191008,OH,"11,781.12","22,000.93","7,527.50",0.00,0.00,0.00,2019-10-08,2019-10-14,2
20191001,OH,"8,016.82","28,183.25","5,109.49",0.00,0.00,0.00,2019-10-01,2019-10-07,2
20190924,OH,"14,135.48","23,517.61","3,656.46",0.00,0.00,0.00,2019-09-24,2019-09-30,2
20190917,OH,"33,747.04","5,496.47","2,066.05",0.00,0.00,0.00,2019-09-17,2019-09-23,2
20190910,OH,"37,023.83","3,515.18",770.55,0.00,0.00,0.00,2019-09-10,2019-09-16,2
20190903,OH,"37,024.07","4,285.49",0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,OH,"35,832.04","5,477.52",0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,OH,"35,860.58","5,448.98",0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,OH,"38,968.16","2,341.40",0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,OH,"37,221.56","4,087.99",0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190219,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,2
20190212,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,2
20190205,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,2
20190129,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,OH,"41,309.55",0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,2
